Sim. Command,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,235,637,915,1152,1279,1235,1137,951,614,240
