Sim. Command,qchannel,dist,ber
project/sim_ext.py --sim-time 1.5 --seq-graph project/file/graph_15_nodes.json --traffic project/file/traffic_15_nodes_outer_chatting.json --inspection-rate 0.001 --mess-rate 0.002 --algorithm betweenness,qchannel0_0to1,4000,0.35797573655059656
project/sim_ext.py --sim-time 1.5 --seq-graph project/file/graph_15_nodes.json --traffic project/file/traffic_15_nodes_outer_chatting.json --inspection-rate 0.001 --mess-rate 0.002 --algorithm betweenness,qchannel1_0to2,4000,0.3622058623149107
project/sim_ext.py --sim-time 1.5 --seq-graph project/file/graph_15_nodes.json --traffic project/file/traffic_15_nodes_outer_chatting.json --inspection-rate 0.001 --mess-rate 0.002 --algorithm betweenness,qchannel2_0to3,4000,0.35318584173481504
project/sim_ext.py --sim-time 1.5 --seq-graph project/file/graph_15_nodes.json --traffic project/file/traffic_15_nodes_outer_chatting.json --inspection-rate 0.001 --mess-rate 0.002 --algorithm betweenness,qchannel3_0to4,4000,0.2665217508968302
project/sim_ext.py --sim-time 1.5 --seq-graph project/file/graph_15_nodes.json --traffic project/file/traffic_15_nodes_outer_chatting.json --inspection-rate 0.001 --mess-rate 0.002 --algorithm betweenness,qchannel4_0to12,4000,0.39957757728883014
project/sim_ext.py --sim-time 1.5 --seq-graph project/file/graph_15_nodes.json --traffic project/file/traffic_15_nodes_outer_chatting.json --inspection-rate 0.001 --mess-rate 0.002 --algorithm betweenness,qchannel0_1to0,4000,0.31073268738580806
project/sim_ext.py --sim-time 1.5 --seq-graph project/file/graph_15_nodes.json --traffic project/file/traffic_15_nodes_outer_chatting.json --inspection-rate 0.001 --mess-rate 0.002 --algorithm betweenness,qchannel5_1to2,4000,0.3820996690210882
project/sim_ext.py --sim-time 1.5 --seq-graph project/file/graph_15_nodes.json --traffic project/file/traffic_15_nodes_outer_chatting.json --inspection-rate 0.001 --mess-rate 0.002 --algorithm betweenness,qchannel6_1to3,4000,0.3645261026678303
project/sim_ext.py --sim-time 1.5 --seq-graph project/file/graph_15_nodes.json --traffic project/file/traffic_15_nodes_outer_chatting.json --inspection-rate 0.001 --mess-rate 0.002 --algorithm betweenness,qchannel1_2to0,4000,0.3329139914571317
project/sim_ext.py --sim-time 1.5 --seq-graph project/file/graph_15_nodes.json --traffic project/file/traffic_15_nodes_outer_chatting.json --inspection-rate 0.001 --mess-rate 0.002 --algorithm betweenness,qchannel5_2to1,4000,0.2965287204912976
project/sim_ext.py --sim-time 1.5 --seq-graph project/file/graph_15_nodes.json --traffic project/file/traffic_15_nodes_outer_chatting.json --inspection-rate 0.001 --mess-rate 0.002 --algorithm betweenness,qchannel7_2to3,4000,0.3352970937310551
project/sim_ext.py --sim-time 1.5 --seq-graph project/file/graph_15_nodes.json --traffic project/file/traffic_15_nodes_outer_chatting.json --inspection-rate 0.001 --mess-rate 0.002 --algorithm betweenness,qchannel8_2to5,4000,0.3638941375261497
project/sim_ext.py --sim-time 1.5 --seq-graph project/file/graph_15_nodes.json --traffic project/file/traffic_15_nodes_outer_chatting.json --inspection-rate 0.001 --mess-rate 0.002 --algorithm betweenness,qchannel9_2to8,4000,0.40194945908263785
